rxn	MGYG000000076	MGYG000005177	MGYG000049266	MGYG000073722	MGYG000082523	MGYG000111157	MGYG000142005	MGYG000164457	MGYG000167059	MGYG000241626	MGYG000258880	MGYG000278633
rxn08040_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08043_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08097_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08126_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08127_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08128_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08129_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08131_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08154_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08160_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08168_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08173_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08196_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08233_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08239_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08240_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08275_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08276_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08278_c0	1	1	0	1	1	1	1	1	1	1	1	1
rxn08280_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08291_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08311_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08323_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08335_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08336_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08345_c0	0	0	1	1	0	0	0	0	0	0	0	0
rxn08350_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08352_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08358_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08359_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08386_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08390_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08392_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08394_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08398_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08413_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08428_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08433_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08434_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08438_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08461_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08535_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08578_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08582_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08598_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08605_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08615_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08632_c0	0	0	0	0	0	0	0	0	0	0	1	0
rxn08635_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08647_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08661_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08670_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08685_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08689_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08691_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08700_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08715_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08733_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08742_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08751_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08752_c0	0	1	1	0	1	1	0	0	0	1	0	0
rxn08756_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08762_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08764_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08766_c0	1	1	1	1	1	1	1	1	1	1	1	0
rxn08767_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08775_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08781_c0	0	0	1	1	0	0	1	0	0	0	0	0
rxn08854_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08857_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08877_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08890_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08891_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08892_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08893_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08894_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08907_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08924_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08956_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08966_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08981_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08989_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08990_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn09008_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn09067_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn09106_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn09113_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn09115_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn09120_c0	0	0	1	1	0	1	1	1	1	0	1	1
rxn09165_c0	1	1	1	1	1	0	1	1	1	1	1	1
rxn09167_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn09169_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn09171_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn09176_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn09177_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn09180_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn09202_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn09210_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn09247_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn09270_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn09304_c0	0	0	0	0	1	0	0	0	0	0	0	0
rxn09306_c0	0	1	1	0	0	0	1	0	0	1	1	0
rxn09317_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn09388_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn09389_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn09399_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn09427_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn09456_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn09475_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn09476_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn09477_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn09478_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn09479_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn09486_c0	0	0	0	1	0	0	0	0	0	0	0	0
rxn09657_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn09673_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn09678_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn09680_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn09681_c0	1	1	0	1	1	0	1	1	1	1	1	1
rxn09690_c0	1	1	0	0	1	1	0	1	1	1	0	1
rxn09696_c0	0	0	1	0	1	0	1	0	1	0	1	0
rxn09731_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn09886_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn09889_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn09948_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn09952_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn09975_c0	0	0	0	0	0	0	1	1	0	0	0	0
rxn09978_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn09979_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn09989_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10011_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10012_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10013_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10014_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10044_c0	1	1	1	0	1	1	1	0	1	1	0	0
rxn10053_c0	0	0	0	1	1	0	0	0	0	0	0	0
rxn10054_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10056_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10057_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10058_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10059_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10060_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10191_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10192_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10193_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10194_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10195_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10196_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10197_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10199_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10204_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10205_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10206_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10213_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10214_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10215_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10220_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10221_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10226_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10227_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10232_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10233_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10238_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10239_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10259_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10260_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10265_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10266_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10273_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10274_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10275_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10282_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10283_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10284_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10291_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10292_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10293_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10300_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10301_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10302_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10309_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10310_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10311_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10318_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10319_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10320_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10336_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10337_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10338_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10344_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10363_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10447_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10453_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10470_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10471_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10480_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10481_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10484_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10506_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10558_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10570_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10577_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10578_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10582_c0	1	1	1	1	1	1	1	0	1	1	1	1
rxn10818_c0	1	1	1	1	1	1	1	1	1	1	1	0
rxn10820_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10822_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10832_c0	0	0	0	0	0	0	0	1	0	0	0	0
rxn10833_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10839_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10857_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10862_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10883_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10901_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn11039_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn11132_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn11140_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn11152_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn11158_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn11196_c0	1	1	1	1	1	0	1	1	1	1	1	0
rxn11245_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn11258_c0	0	0	0	0	0	0	0	0	0	0	1	0
rxn11381_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn11513_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn11567_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn11569_c0	1	1	0	1	1	1	1	1	1	1	1	1
rxn11587_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn11609_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn11612_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn11731_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn11749_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn11750_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn11754_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn11756_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn11757_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn11758_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn11759_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn11760_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn11768_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn11771_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn11772_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn11788_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn11809_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn11834_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn11838_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn11875_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn11962_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn11995_c0	1	1	1	0	1	1	1	0	1	1	0	0
rxn12038_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn12039_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn12049_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn12059_c0	1	1	1	0	1	1	1	0	1	1	0	0
rxn12193_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn12204_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn12362_c0	1	1	1	0	0	0	1	1	1	1	1	0
rxn12365_c0	1	1	1	1	1	1	1	1	1	1	1	0
rxn12366_c0	1	1	1	1	1	1	1	1	1	1	1	0
rxn12368_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn12371_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn12381_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn12416_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn12423_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn12427_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn12440_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn12445_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn12446_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn12451_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn12459_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn12510_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn12512_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn12554_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn12562_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn12598_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn12633_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn12635_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn12637_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn12639_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn12641_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn12642_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn12643_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn12646_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn12649_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn12750_c0	1	1	1	0	1	1	1	0	1	1	0	0
rxn12767_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn12768_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn12769_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn12770_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn12771_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn12811_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn12897_c0	1	1	0	1	1	1	1	1	1	1	1	1
rxn12952_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn12955_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn13229_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn13251_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn13301_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn13314_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn13411_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn13450_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn13667_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn13668_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn13669_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn13671_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn13673_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn13689_c0	1	1	1	0	1	1	1	0	1	1	0	0
rxn13741_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn13753_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn13759_c0	0	0	0	0	1	0	0	0	0	0	0	0
rxn13766_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn13773_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn13794_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn13849_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn13853_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn14054_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn14089_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn14120_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn14138_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn14157_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn14167_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn14245_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn14359_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn14382_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15005_c0	1	1	0	1	0	0	0	0	1	0	1	0
rxn15007_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15010_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15011_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15021_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15022_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15023_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15033_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15044_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15060_c0	0	0	0	1	1	0	0	0	0	0	1	0
rxn15061_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15063_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15064_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15065_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15066_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15067_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15068_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15069_c0	1	0	0	1	1	1	1	0	0	0	1	0
rxn15074_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15078_c0	1	1	1	1	1	1	1	0	1	1	1	1
rxn15081_c0	1	1	0	1	1	1	1	1	1	1	1	0
rxn15100_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15101_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15108_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15115_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15116_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15118_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15120_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15121_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15136_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15138_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15139_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15140_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15141_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15142_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15143_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15152_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15153_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15155_c0	0	0	1	0	1	0	0	0	0	0	0	0
rxn15166_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15167_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15171_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15172_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15179_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15205_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15206_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15213_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15220_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15222_c0	1	1	1	0	0	1	0	0	1	1	0	1
rxn15225_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15226_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15228_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15230_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15244_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15245_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15249_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15254_c0	1	1	1	1	1	1	1	1	1	1	1	0
rxn15255_c0	1	1	1	1	1	1	1	1	1	1	1	0
rxn15270_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15278_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15279_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15280_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15281_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15293_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15296_c0	1	1	1	1	1	1	1	1	1	1	1	0
rxn15298_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15317_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15337_c0	1	1	1	1	1	0	1	0	1	0	1	0
rxn15338_c0	1	1	1	1	1	0	1	0	1	0	1	0
rxn15342_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15343_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15354_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15359_c0	1	1	1	0	0	1	0	0	1	1	0	1
rxn15360_c0	1	1	1	0	0	1	0	0	1	1	0	1
rxn15364_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15370_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15379_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15380_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15395_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15401_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15402_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15406_c0	1	1	0	1	0	0	0	0	1	0	1	0
rxn15417_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15418_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15435_c0	1	1	0	1	1	1	1	1	1	1	1	0
rxn15444_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15445_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15451_c0	1	1	0	1	0	0	0	0	1	0	1	0
rxn15466_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15467_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15468_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15469_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15478_c0	1	1	0	1	0	0	0	0	1	0	1	0
rxn15483_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15484_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15489_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15490_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15491_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15493_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15494_c0	1	1	1	1	1	1	1	1	1	1	1	1
