rxn	MALA_SAMN05422188_METAG_LLBMOAPB	TARA_SAMEA2620824_METAG_LOJGELEI	TARA_SAMEA2621092_METAG_PBGJLHHO	TARA_SAMEA2621132_METAG_LDNDBIDJ	TARA_SAMEA2621203_METAG_OIOCIAKB	TARA_SAMEA2621204_METAG_NPDFCODL	TARA_SAMEA2621213_METAG_DEKBFKGN	TARA_SAMEA2621216_METAG_MFALBMCH	TARA_SAMEA2621222_METAG_PJMCAEEB	TARA_SAMEA2621232_METAG_DIHKBBPN	TARA_SAMEA2621300_METAG_IEFICHBE	TARA_SAMEA2622074_METAG_FNKBHPHK	TARA_SAMEA2622119_METAG_JDJBPNAG	TARA_SAMEA2622149_METAG_ENLLIFBN	TARA_SAMEA2622429_METAG_ENOMBGBB	TARA_SAMEA2622676_METAG_DHBKOHPM	TARA_SAMEA2622694_METAG_PPPLINPE	TARA_SAMEA2622696_METAG_JLFDNMFP	TARA_SAMEA2622736_METAG_DMNOEGPI	TARA_SAMEA2622737_METAG_HBBKJBPP	TARA_SAMEA2622738_METAG_BJEAIAHN	TARA_SAMEA2622763_METAG_BCJCDBND	TARA_SAMEA2622799_METAG_KFBDELHP	TARA_SAMEA2622801_METAG_INILGBIK	TARA_SAMEA2622817_METAG_GELGMJBB	TARA_SAMEA2622821_METAG_NHJIMNDA	TARA_SAMEA2622823_METAG_GGEKDAAF	TARA_SAMEA2622841_METAG_JCAEBLCG	TARA_SAMEA2622843_METAG_LMNNKAIA	TARA_SAMEA2623079_METAG_HJOAKLPD	TARA_SAMEA2623098_METAG_KMJLKJJA	TARA_SAMEA2623155_METAG_ICOCBAKB	TARA_SAMEA2623314_METAG_JMALCLKL	TARA_SAMEA2623756_METAG_LMHAEILL	TARA_SAMEA2623794_METAG_JKKMCGGO	TARA_SAMN05326643_METAG_ASW00029	TARA_SAMN05326646_METAG_PSW00062
rxn01032_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01033_c0	1	0	0	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
rxn01053_c0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01068_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
rxn01069_c0	1	1	1	1	1	0	0	1	1	0	0	0	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1
rxn01075_c0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	0	0	1	1	1	0
rxn01100_c0	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	0	1	1	0	0	1	0	1	1	1	1	0	0	0	0	1	1	1	1
rxn01101_c0	1	0	0	1	1	1	0	0	1	1	0	1	1	1	1	0	0	1	1	1	1	0	0	1	1	0	0	1	1	0	0	0	0	1	0	1	1
rxn01102_c0	1	0	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01104_c0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0
rxn01106_c0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
rxn01116_c0	1	1	1	1	1	1	0	0	1	0	0	1	1	1	1	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1
rxn01117_c0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
rxn01119_c0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01121_c0	1	1	0	1	1	1	0	0	0	0	0	0	1	1	1	1	0	1	1	1	0	0	0	1	1	0	0	1	1	1	1	0	1	1	0	1	1
rxn01124_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01127_c0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01136_c0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01137_c0	0	1	1	1	1	0	1	1	1	0	0	1	1	1	1	0	0	1	0	1	1	1	0	1	0	1	1	1	1	0	1	0	1	1	1	1	1
rxn01138_c0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1
rxn01145_c0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01159_c0	1	1	1	1	1	0	0	1	0	0	0	1	1	1	0	1	0	1	1	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1
rxn01174_c0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01200_c0	1	1	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	1	0	0	1	0	1	1	1	0	0	0	0	1	1	0	0
rxn01201_c0	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	0	1	1	0	1	1	0	0	1	0	0	0	1	1	0	1	0	0	1	1	1	0
rxn01204_c0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01207_c0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01210_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0
rxn01211_c0	1	1	1	1	1	1	0	0	1	0	0	0	1	1	1	0	0	1	0	1	1	0	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1
rxn01213_c0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01217_c0	0	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	1	1	0
rxn01218_c0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01219_c0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01221_c0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0
rxn01225_c0	1	1	0	1	1	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1
rxn01231_c0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1
rxn01233_c0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01241_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01242_c0	0	0	1	0	1	1	0	1	1	0	0	1	1	1	1	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	0	0	1	1	1	1	0
rxn01243_c0	1	0	1	1	1	1	0	1	1	1	0	0	1	1	1	0	1	1	1	0	0	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1
rxn01251_c0	1	1	0	1	1	1	1	1	0	0	0	1	1	1	1	0	0	1	0	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0
rxn01252_c0	1	1	0	1	1	1	1	1	0	0	0	1	1	1	1	0	0	1	0	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0
rxn01255_c0	0	1	0	1	1	1	0	0	1	0	0	1	1	1	0	0	0	1	0	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	0	1	1
rxn01256_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01257_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01261_c0	0	1	1	1	1	1	0	1	0	1	0	1	1	1	1	0	0	1	0	1	1	1	0	1	1	1	1	1	1	0	1	0	0	1	1	1	1
rxn01265_c0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	0
rxn01268_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01274_c0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01279_c0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01286_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01297_c0	1	0	1	1	1	1	0	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	0	1	1
rxn01298_c0	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
rxn01300_c0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01301_c0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01302_c0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01304_c0	0	0	1	1	0	0	0	0	1	1	0	0	1	1	1	1	0	1	1	0	1	1	0	1	1	0	1	1	1	0	1	0	0	1	1	1	0
rxn01305_c0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1
rxn01313_c0	0	0	0	0	1	1	0	0	1	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
rxn01314_c0	0	0	0	0	1	1	0	0	1	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
rxn01316_c0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01329_c0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01331_c0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01332_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01333_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	0	1	0
rxn01334_c0	1	0	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
rxn01343_c0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0
rxn01346_c0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0
rxn01347_c0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0
rxn01348_c0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0
rxn01351_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01353_c0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01354_c0	0	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01355_c0	1	1	0	1	1	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	1
rxn01358_c0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1
rxn01362_c0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01374_c0	0	1	1	1	1	0	0	1	1	0	1	0	1	1	0	0	0	0	0	1	1	1	0	1	1	0	1	0	1	0	1	0	1	1	0	1	0
rxn01387_c0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01388_c0	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01416_c0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0
rxn01418_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01419_c0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01423_c0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01424_c0	1	0	1	1	1	1	0	1	1	1	0	0	1	1	1	0	1	1	1	0	0	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1
rxn01434_c0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1
rxn01445_c0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01446_c0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1
rxn01451_c0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01452_c0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1
rxn01453_c0	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	0	0	1	1	0	1	1	0	1	1	1	0	0	0	0	1	0	0	1
rxn01459_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01465_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01466_c0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01477_c0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01480_c0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1
rxn01485_c0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01486_c0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0
rxn01501_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01503_c0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01504_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01505_c0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01507_c0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01509_c0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01511_c0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0
rxn01512_c0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01513_c0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01517_c0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01519_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01520_c0	1	1	1	1	0	1	0	0	1	0	0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
rxn01521_c0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01522_c0	1	0	1	1	1	1	0	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	0	1	1
rxn01524_c0	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
rxn01530_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
rxn01539_c0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01542_c0	0	1	0	1	1	1	0	1	1	1	0	0	0	1	0	0	0	1	0	1	1	1	0	1	1	0	0	0	1	0	1	1	1	1	1	1	1
rxn01544_c0	0	1	1	1	1	0	1	1	1	0	0	1	1	1	1	0	0	1	0	1	1	1	0	1	0	1	1	1	1	0	1	0	1	1	1	1	1
rxn01548_c0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1
rxn01564_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01571_c0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01575_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01580_c0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	1	0	1	0	1	0	1	1	0	1	0
rxn01598_c0	1	0	0	1	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	1	1	1	1
rxn01601_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01602_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01603_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0
rxn01615_c0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1
rxn01617_c0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	1	0	1	1	1	0	1	1	1	1	0
rxn01620_c0	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01626_c0	1	0	0	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	1	1	1	0
rxn01629_c0	0	0	1	1	1	0	1	1	1	1	0	1	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	0	0	1	1	1	1
rxn01631_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01636_c0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0	0	1	1	1	1
rxn01637_c0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01643_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
rxn01644_c0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
rxn01646_c0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1
rxn01647_c0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1
rxn01649_c0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1
rxn01652_c0	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1
rxn01653_c0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	1	0	0	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1	1	1	0
rxn01654_c0	1	0	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	1	1	0	0	1	1	1	0	1	1	0	1	0	0	1	0	0	1
rxn01666_c0	1	1	1	1	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1
rxn01667_c0	0	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01670_c0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01672_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1
rxn01673_c0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01675_c0	0	1	1	1	1	1	1	0	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01677_c0	1	1	1	1	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1
rxn01678_c0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01682_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1
rxn01684_c0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1
rxn01710_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01715_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01731_c0	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1	0
rxn01732_c0	1	1	1	1	1	1	1	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	1	0	1	1	1	1	0	1	1	0	1	0	1	0
rxn01733_c0	1	1	1	1	1	1	1	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	1	0	1	1	1	1	0	1	1	0	1	0	1	0
rxn01734_c0	0	0	1	1	1	0	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1
