rxn	MGYG000001400	MGYG000010774	MGYG000011610	MGYG000015707	MGYG000016015	MGYG000081522	MGYG000106282	MGYG000112701	MGYG000120427	MGYG000153712	MGYG000186345	MGYG000201534	MGYG000213768	MGYG000224645	MGYG000232768	MGYG000246156	MGYG000263537	MGYG000270783
rxn05335_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05336_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05337_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05338_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05339_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05340_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05341_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05342_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05343_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05344_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05345_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05346_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05347_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05348_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05349_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05350_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05351_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05352_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05354_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05355_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05356_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05357_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05465_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05466_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05467_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05468_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05469_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05481_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05485_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05488_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05496_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05508_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05513_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05516_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05518_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05528_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05553_c0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rxn05555_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05559_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05560_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05561_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05564_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05566_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
rxn05569_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05571_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05573_c0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1
rxn05582_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05593_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05595_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05598_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05605_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05607_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05608_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05610_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05612_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
rxn05617_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05619_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05622_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05628_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05634_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05638_c0	0	1	0	1	1	1	1	1	1	0	1	1	1	0	0	1	0	1
rxn05641_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05644_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05646_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05647_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05651_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05654_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05655_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05663_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05667_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05685_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05691_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05733_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05746_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05760_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05831_c0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
rxn05909_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05910_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05927_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05938_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05957_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05968_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05971_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05994_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06023_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06075_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06076_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06090_c0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06096_c0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06240_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06280_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06282_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06300_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06379_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06403_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06404_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06432_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06433_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06434_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06435_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06437_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06438_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06439_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06440_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06441_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06443_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06444_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06445_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06446_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06447_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06448_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06449_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06485_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06493_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06510_c0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
rxn06556_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06591_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06630_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06641_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06652_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06672_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06673_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06698_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06700_c0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
rxn06701_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06737_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06751_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06812_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06820_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06823_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06869_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06882_c0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06936_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06937_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06991_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn07200_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn07266_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn07441_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn07456_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn07466_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn07474_c0	0	1	1	0	1	1	0	0	1	1	0	0	1	1	1	0	1	0
rxn07476_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn07579_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn07681_c0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
rxn07685_c0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
rxn07689_c0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
rxn07727_c0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
rxn07743_c0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
rxn07880_c0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
rxn07884_c0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
rxn07919_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn07921_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn07976_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn07977_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn07978_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn07979_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn07980_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn07981_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn07987_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn07989_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn07991_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn07992_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn07993_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn07997_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn07998_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08000_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08001_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08002_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08013_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08025_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08032_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08040_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08043_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08044_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08062_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08088_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08094_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08097_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08126_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08127_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08128_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08129_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08131_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08154_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08160_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08168_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08173_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08233_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08239_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08275_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08276_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08280_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08311_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08323_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08335_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08336_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08345_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08352_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08358_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08359_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08386_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08390_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08392_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08394_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08398_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08427_c0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rxn08428_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08433_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08434_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08438_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08461_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08535_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08551_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08582_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08598_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08605_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08615_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08635_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08647_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08661_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08685_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08689_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08691_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08715_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08751_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08752_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08756_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08762_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08764_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08766_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08767_c0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
rxn08775_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08854_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08857_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08877_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08890_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08891_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08892_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08893_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08894_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08907_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
rxn08924_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08926_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08927_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08928_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08929_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08930_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08956_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08966_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08981_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08989_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08990_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09008_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09067_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09106_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09113_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09115_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09120_c0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
rxn09167_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09169_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09176_c0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
rxn09177_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09180_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09197_c0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09198_c0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09199_c0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09200_c0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09201_c0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09202_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09203_c0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09210_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09247_c0	0	0	1	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1
rxn09270_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09306_c0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1
rxn09317_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09345_c0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
rxn09388_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09399_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09456_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09475_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09476_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09477_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09478_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09479_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09673_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09678_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09731_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09814_c0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
rxn09886_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09889_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09948_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09952_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09975_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09978_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09979_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09989_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10053_c0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10054_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10056_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10057_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10058_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10059_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10060_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10110_c0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10191_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10192_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10193_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
