rxn	MGYG000000074	MGYG000006284	MGYG000006869	MGYG000006906	MGYG000030607	MGYG000063312	MGYG000072808	MGYG000140008	MGYG000148481	MGYG000233340
rxn05357_c0	1	1	1	1	1	1	1	1	1	1
rxn05465_c0	1	1	1	1	1	1	1	1	1	1
rxn05466_c0	1	1	1	1	1	1	1	1	1	1
rxn05467_c0	1	1	1	1	1	1	1	1	1	1
rxn05468_c0	1	1	1	1	1	1	1	1	1	1
rxn05481_c0	1	1	1	1	1	1	1	1	1	1
rxn05487_c0	0	0	0	0	0	0	0	1	0	0
rxn05488_c0	1	1	1	1	1	1	1	1	1	1
rxn05493_c0	1	0	1	1	1	1	1	1	1	1
rxn05496_c0	1	0	1	1	1	1	1	1	1	1
rxn05500_c0	1	1	1	1	1	1	1	1	1	1
rxn05507_c0	1	1	1	1	1	1	1	1	1	1
rxn05508_c0	1	0	1	1	1	1	1	1	1	1
rxn05513_c0	1	1	1	1	1	1	1	1	1	1
rxn05514_c0	1	0	1	1	1	1	1	1	1	1
rxn05516_c0	1	1	1	1	1	1	1	1	1	1
rxn05519_c0	1	1	1	1	1	1	1	1	1	1
rxn05528_c0	0	0	0	1	0	0	0	1	0	0
rxn05555_c0	1	1	1	1	1	1	1	1	1	1
rxn05559_c0	1	1	1	1	1	1	1	1	1	1
rxn05560_c0	1	1	1	1	1	1	1	1	1	1
rxn05561_c0	1	0	1	1	1	1	1	1	1	1
rxn05564_c0	1	1	1	1	1	1	1	1	1	1
rxn05566_c0	1	1	1	1	1	1	1	1	1	1
rxn05571_c0	1	1	1	1	1	1	1	1	1	1
rxn05573_c0	1	1	1	1	1	1	1	1	1	1
rxn05578_c0	1	1	1	1	1	1	1	1	1	1
rxn05581_c0	1	1	1	1	1	1	1	1	1	1
rxn05582_c0	1	1	1	1	1	1	1	1	1	1
rxn05593_c0	1	1	1	1	1	1	1	1	1	1
rxn05595_c0	1	1	1	1	1	1	1	1	1	1
rxn05602_c0	1	1	1	1	1	1	1	1	1	1
rxn05605_c0	1	0	1	1	1	1	1	1	1	1
rxn05608_c0	0	0	0	0	0	0	0	1	1	0
rxn05611_c0	1	1	1	1	1	1	1	1	1	1
rxn05612_c0	0	0	0	1	0	0	0	1	1	0
rxn05617_c0	1	1	1	1	1	1	1	1	1	1
rxn05618_c0	1	1	1	1	1	1	1	1	1	1
rxn05622_c0	1	1	1	1	1	1	1	1	1	1
rxn05628_c0	1	0	1	1	1	1	1	1	1	1
rxn05634_c0	1	1	1	1	1	1	1	1	1	1
rxn05635_c0	1	0	1	1	1	1	1	1	1	1
rxn05641_c0	1	0	1	1	1	1	1	1	1	1
rxn05646_c0	1	0	1	1	1	1	1	1	1	1
rxn05648_c0	1	0	1	1	1	1	1	1	1	1
rxn05651_c0	1	1	1	1	1	1	1	1	1	1
rxn05652_c0	1	1	1	1	1	1	1	1	1	1
rxn05654_c0	1	0	1	1	1	1	1	1	1	1
rxn05663_c0	1	1	1	1	1	1	1	1	1	1
rxn05667_c0	1	1	1	1	1	1	1	1	1	1
rxn05671_c0	1	1	1	1	1	1	1	1	1	1
rxn05673_c0	1	1	1	1	1	1	1	1	1	1
rxn05680_c0	1	0	1	1	1	1	1	1	1	1
rxn05683_c0	1	0	1	1	1	1	1	1	1	1
rxn05685_c0	1	0	1	1	1	1	1	1	1	1
rxn05687_c0	1	0	1	1	1	0	1	1	1	1
rxn05733_c0	1	1	1	1	1	1	1	1	1	1
rxn05736_c0	1	0	1	1	1	1	1	1	1	1
rxn05739_c0	1	1	1	1	1	1	1	1	1	1
rxn05746_c0	0	0	0	0	0	0	0	1	1	0
rxn05747_c0	1	1	1	1	1	1	1	1	1	1
rxn05763_c0	1	1	1	1	1	1	1	1	1	1
rxn05833_c0	1	1	1	1	1	1	1	1	1	1
rxn05909_c0	0	1	0	1	0	0	0	0	0	0
rxn05910_c0	1	0	1	1	1	1	1	1	1	1
rxn05938_c0	1	0	1	1	1	1	1	1	1	1
rxn05939_c0	0	1	0	0	0	0	0	0	0	0
rxn05940_c0	1	0	1	1	1	1	1	1	1	1
rxn05957_c0	1	0	1	1	1	1	1	1	1	1
rxn05968_c0	1	1	1	1	1	1	1	1	1	1
rxn05994_c0	1	1	1	1	1	1	1	1	1	1
rxn05995_c0	1	0	1	0	1	1	1	1	1	1
rxn06023_c0	1	1	1	1	1	1	1	1	1	1
rxn06038_c0	1	0	1	1	1	1	1	1	1	1
rxn06075_c0	1	0	1	1	1	1	1	1	1	1
rxn06076_c0	1	0	1	1	1	1	1	1	1	1
rxn06096_c0	1	0	1	1	1	1	1	1	1	1
rxn06108_c0	1	1	1	1	1	1	1	1	1	1
rxn06208_c0	1	1	1	1	1	1	1	1	1	1
rxn06280_c0	1	1	1	1	1	1	1	1	1	1
rxn06282_c0	1	0	1	1	1	1	1	1	1	1
rxn06300_c0	1	1	1	1	1	1	1	1	1	1
rxn06377_c0	1	1	1	1	1	1	1	1	1	1
rxn06379_c0	1	1	1	1	1	1	1	1	1	1
rxn06403_c0	1	0	1	1	1	1	1	1	1	1
rxn06404_c0	1	0	1	1	1	1	1	1	1	1
rxn06432_c0	1	1	1	1	1	1	1	1	1	1
rxn06433_c0	1	1	1	1	1	1	1	1	1	1
rxn06434_c0	1	0	1	1	1	1	1	1	1	1
rxn06435_c0	1	0	1	1	1	1	1	1	1	1
rxn06437_c0	1	1	1	1	1	1	1	1	1	1
rxn06438_c0	1	0	1	1	1	1	1	1	1	1
rxn06439_c0	1	0	1	1	1	1	1	1	1	1
rxn06440_c0	1	0	1	1	1	1	1	1	1	1
rxn06441_c0	1	0	1	1	1	1	1	1	1	1
rxn06443_c0	1	0	1	1	1	1	1	1	1	1
rxn06444_c0	1	0	1	1	1	1	1	1	1	1
rxn06445_c0	1	1	1	1	1	1	1	1	1	1
rxn06446_c0	1	1	1	1	1	1	1	1	1	1
rxn06447_c0	1	0	1	1	1	1	1	1	1	1
rxn06448_c0	1	0	1	1	1	1	1	1	1	1
rxn06449_c0	1	0	1	1	1	1	1	1	1	1
rxn06485_c0	1	1	1	1	1	1	1	1	1	1
rxn06493_c0	1	1	1	1	1	1	1	1	1	1
rxn06556_c0	1	1	1	1	1	1	1	1	1	1
rxn06591_c0	0	0	0	0	1	0	1	0	0	0
rxn06600_c0	1	1	1	1	1	1	1	1	1	1
rxn06630_c0	1	1	1	1	1	1	1	1	1	1
rxn06641_c0	1	0	1	1	1	1	1	1	1	1
rxn06673_c0	1	0	1	1	1	1	1	1	1	1
rxn06698_c0	1	1	1	1	1	1	1	1	1	1
rxn06701_c0	1	1	1	1	1	1	1	1	1	1
rxn06723_c0	1	1	1	1	1	1	1	1	1	1
rxn06729_c0	1	1	1	1	1	1	1	1	1	1
rxn06737_c0	1	1	1	1	1	1	1	1	1	1
rxn06751_c0	1	0	1	1	1	1	1	1	1	1
rxn06820_c0	1	0	1	1	1	1	1	1	1	1
rxn06823_c0	1	0	1	1	1	1	1	1	1	1
rxn06848_c0	1	1	1	1	1	1	1	1	1	1
rxn06865_c0	1	1	1	1	1	1	1	1	1	1
rxn06882_c0	1	0	1	1	1	1	1	1	1	1
rxn06936_c0	1	1	1	1	1	1	1	1	1	1
rxn06937_c0	1	0	1	1	1	1	1	1	1	1
rxn07335_c0	1	0	1	1	1	1	1	1	1	1
rxn07441_c0	1	1	1	1	1	1	1	1	1	1
rxn07456_c0	1	0	1	1	1	1	1	1	1	1
rxn07474_c0	0	1	1	1	0	1	1	0	0	0
rxn07476_c0	1	1	1	1	1	1	1	1	1	1
rxn07579_c0	1	1	1	1	1	1	1	1	1	1
rxn07623_c0	1	1	1	1	1	1	1	1	1	1
rxn07919_c0	1	1	1	1	1	1	1	1	1	1
rxn07921_c0	1	1	1	1	1	1	1	1	1	1
rxn07976_c0	1	1	1	1	1	1	1	1	1	1
rxn07977_c0	1	1	1	1	1	1	1	1	1	1
rxn07978_c0	1	1	1	1	1	1	1	1	1	1
rxn07979_c0	1	1	1	1	1	1	1	1	1	1
rxn07980_c0	1	1	1	1	1	1	1	1	1	1
rxn07981_c0	1	1	1	1	1	1	1	1	1	1
rxn07987_c0	0	1	0	0	0	0	0	0	0	0
rxn07989_c0	0	1	0	0	0	0	0	0	0	0
rxn07991_c0	0	1	0	0	0	0	0	0	0	0
rxn07992_c0	0	1	0	0	0	0	0	0	0	0
rxn07993_c0	0	1	0	0	0	0	0	0	0	0
rxn07997_c0	1	1	1	1	1	1	1	1	1	1
rxn07998_c0	1	1	1	1	1	1	1	1	1	1
rxn08000_c0	1	1	1	1	1	1	1	1	1	1
rxn08001_c0	1	1	1	1	1	1	1	1	1	1
rxn08002_c0	1	1	1	1	1	1	1	1	1	1
rxn08014_c0	1	0	1	1	1	1	1	1	1	1
rxn08020_c0	1	0	1	1	1	1	1	1	1	1
rxn08021_c0	1	0	1	1	1	1	1	1	1	1
rxn08022_c0	1	0	1	1	1	1	1	1	1	1
rxn08032_c0	1	1	1	1	1	1	1	1	1	1
rxn08043_c0	1	1	1	1	1	1	1	1	1	1
rxn08044_c0	1	1	1	1	1	1	1	1	1	1
rxn08062_c0	1	0	1	1	1	1	1	1	1	1
rxn08088_c0	1	1	1	0	1	1	1	1	1	1
rxn08094_c0	1	1	1	1	1	1	1	1	1	1
rxn08097_c0	0	1	0	0	0	0	0	0	0	0
rxn08126_c0	1	1	1	1	1	1	1	1	1	1
rxn08127_c0	1	1	1	1	1	1	1	1	1	1
rxn08128_c0	1	1	1	1	1	1	1	1	1	1
rxn08129_c0	1	1	1	1	1	1	1	1	1	1
rxn08130_c0	1	1	1	1	1	1	1	1	1	1
rxn08141_c0	1	1	1	1	1	1	1	1	1	1
rxn08154_c0	1	0	1	1	1	1	1	1	1	1
rxn08160_c0	0	1	0	0	0	0	0	0	0	0
rxn08165_c0	1	0	1	1	1	1	1	1	1	1
rxn08168_c0	1	0	1	1	1	1	1	1	1	1
rxn08173_c0	0	1	0	0	0	0	0	0	0	0
rxn08188_c0	1	0	1	1	1	1	1	1	1	1
rxn08194_c0	1	0	1	1	1	1	1	1	1	1
rxn08196_c0	1	0	1	1	1	1	1	1	1	1
rxn08233_c0	1	1	1	1	1	1	1	1	1	1
rxn08239_c0	0	0	0	1	0	0	0	1	0	0
rxn08240_c0	1	1	1	1	1	1	1	1	1	1
rxn08275_c0	1	1	1	1	1	1	1	1	1	1
rxn08276_c0	1	1	1	1	1	1	1	1	1	1
rxn08280_c0	1	1	1	1	1	1	1	1	1	1
rxn08288_c0	1	0	1	1	1	1	1	1	1	1
rxn08311_c0	1	1	1	1	1	1	1	1	1	1
rxn08318_c0	0	1	1	0	1	1	1	0	0	1
rxn08323_c0	1	0	1	1	1	1	1	1	1	1
rxn08335_c0	1	1	1	1	1	1	1	1	1	1
rxn08336_c0	1	1	1	1	1	1	1	1	1	1
rxn08345_c0	0	0	0	1	0	0	1	1	0	0
rxn08350_c0	1	0	1	1	1	1	1	1	1	1
rxn08352_c0	1	1	1	1	1	1	1	1	1	1
rxn08358_c0	1	1	1	1	1	1	1	1	1	1
rxn08359_c0	1	1	1	1	1	1	1	1	1	1
rxn08376_c0	1	1	1	1	1	1	1	1	1	1
rxn08386_c0	1	1	1	1	1	1	1	1	1	1
rxn08390_c0	1	1	1	1	1	1	1	1	1	1
rxn08392_c0	1	1	1	1	1	1	1	1	1	1
rxn08393_c0	1	0	1	0	1	1	1	1	1	1
rxn08394_c0	1	1	1	1	1	1	1	1	1	1
rxn08398_c0	1	1	1	1	1	1	1	1	1	1
rxn08428_c0	1	1	1	1	1	1	1	1	1	1
rxn08433_c0	1	1	1	1	1	1	1	1	1	1
rxn08434_c0	1	1	1	1	1	1	1	1	1	1
rxn08438_c0	1	1	1	1	1	1	1	1	1	1
rxn08448_c0	1	0	1	1	1	1	1	1	1	1
rxn08449_c0	1	0	1	1	1	1	1	1	1	1
rxn08450_c0	1	0	1	1	1	1	1	1	1	1
rxn08451_c0	1	0	1	1	1	1	1	1	1	1
rxn08452_c0	1	0	1	1	1	1	1	1	1	1
rxn08453_c0	1	0	1	1	1	1	1	1	1	1
rxn08454_c0	1	0	1	1	1	1	1	1	1	1
rxn08455_c0	1	0	1	1	1	1	1	1	1	1
rxn08456_c0	1	0	1	1	1	1	1	1	1	1
rxn08457_c0	1	0	1	1	1	1	1	1	1	1
rxn08461_c0	1	1	1	1	1	1	1	1	1	1
rxn08473_c0	1	1	0	1	0	0	1	1	0	0
rxn08527_c0	1	0	1	1	1	1	1	1	1	1
rxn08528_c0	1	1	1	1	1	1	1	1	1	1
rxn08535_c0	1	1	1	1	1	1	1	1	1	1
rxn08551_c0	1	1	1	1	1	1	1	1	1	1
rxn08556_c0	1	1	1	1	1	1	1	1	1	1
rxn08557_c0	1	1	1	1	1	1	1	1	1	1
rxn08558_c0	1	1	1	1	1	1	1	1	1	1
rxn08582_c0	1	1	1	1	1	1	1	1	1	1
rxn08583_c0	1	1	1	1	1	1	1	1	1	1
rxn08598_c0	1	0	1	1	1	1	1	1	1	1
rxn08605_c0	1	0	1	1	1	1	1	1	1	1
rxn08618_c0	1	1	1	1	1	1	1	1	1	1
rxn08619_c0	1	1	1	1	1	1	1	1	1	1
rxn08620_c0	1	1	1	1	1	1	1	1	1	1
rxn08635_c0	1	1	1	1	1	1	1	1	1	1
rxn08661_c0	1	1	1	1	1	1	1	1	1	1
rxn08685_c0	1	1	1	1	1	1	1	1	1	1
rxn08689_c0	1	1	1	1	1	1	1	1	1	1
rxn08691_c0	1	1	1	1	1	1	1	1	1	1
rxn08708_c0	1	1	1	1	1	1	1	1	1	1
rxn08709_c0	1	1	1	1	1	1	1	1	1	1
rxn08710_c0	1	1	1	1	1	1	1	1	1	1
rxn08711_c0	1	1	1	1	1	1	1	1	1	1
rxn08712_c0	1	1	1	1	1	1	1	1	1	1
rxn08713_c0	1	1	1	1	1	1	1	1	1	1
rxn08715_c0	0	0	0	1	0	0	0	1	0	0
rxn08733_c0	1	1	1	1	1	1	1	1	1	1
rxn08751_c0	1	1	1	1	1	1	1	1	1	1
rxn08752_c0	1	1	1	1	1	1	1	1	1	1
rxn08756_c0	1	1	1	1	1	1	1	1	1	1
rxn08762_c0	1	1	1	1	1	1	1	1	1	1
rxn08764_c0	1	1	1	1	1	1	1	1	1	1
rxn08766_c0	1	1	1	1	1	1	1	1	1	1
rxn08775_c0	1	1	1	1	1	1	1	1	1	1
rxn08779_c0	1	1	1	1	1	1	1	1	1	1
rxn08781_c0	1	1	1	1	1	1	1	1	1	1
rxn08854_c0	1	1	1	1	1	1	1	1	1	1
rxn08857_c0	1	1	1	1	1	1	1	1	1	1
rxn08890_c0	1	0	1	1	1	1	1	1	1	1
rxn08891_c0	1	0	1	1	1	1	1	1	1	1
rxn08892_c0	1	0	1	1	1	1	1	1	1	1
rxn08893_c0	1	0	1	1	1	1	1	1	1	1
rxn08894_c0	1	0	1	1	1	1	1	1	1	1
rxn08924_c0	1	1	1	1	1	1	1	1	1	1
rxn08954_c0	1	1	1	1	1	1	1	1	1	1
rxn08956_c0	1	1	1	1	1	1	1	1	1	1
rxn08966_c0	1	1	1	1	1	1	1	1	1	1
rxn08971_c0	1	1	1	1	1	1	1	1	1	1
rxn08972_c0	1	1	1	1	1	1	1	1	1	1
rxn08973_c0	1	1	1	1	1	1	1	1	1	1
rxn08974_c0	1	1	1	1	1	1	1	1	1	1
rxn08975_c0	1	1	1	1	1	1	1	1	1	1
rxn08976_c0	1	1	1	1	1	1	1	1	1	1
rxn08981_c0	1	1	1	1	1	1	1	1	1	1
rxn08989_c0	1	1	1	1	1	1	1	1	1	1
rxn08990_c0	1	1	1	1	1	1	1	1	1	1
rxn09008_c0	1	1	1	1	1	1	1	1	1	1
rxn09010_c0	1	1	1	1	1	1	1	1	1	1
rxn09039_c0	1	1	1	1	1	1	1	1	1	1
rxn09071_c0	1	0	1	1	1	1	1	1	1	1
rxn09106_c0	1	1	1	1	1	1	1	1	1	1
rxn09113_c0	1	1	1	1	1	1	1	1	1	1
rxn09115_c0	1	0	1	1	1	1	1	1	1	1
rxn09120_c0	0	0	0	0	0	0	0	0	0	1
rxn09167_c0	1	0	1	1	1	1	1	1	1	1
rxn09169_c0	1	1	1	1	1	1	1	1	1	1
rxn09171_c0	1	0	1	1	1	1	1	1	1	1
rxn09174_c0	1	0	1	1	1	1	1	1	1	1
rxn09177_c0	1	1	1	1	1	1	1	1	1	1
rxn09180_c0	1	1	1	1	1	1	1	1	1	1
rxn09202_c0	1	1	1	1	1	1	1	1	1	1
rxn09210_c0	1	1	1	1	1	1	1	1	1	1
rxn09225_c0	1	1	1	1	1	1	1	1	1	1
rxn09270_c0	1	0	1	1	1	1	1	1	1	1
rxn09272_c0	1	0	1	1	1	1	1	1	1	1
rxn09317_c0	1	1	1	1	1	1	1	1	1	1
rxn09345_c0	0	1	0	0	0	0	0	0	0	0
rxn09388_c0	1	0	1	1	1	1	1	1	1	1
rxn09389_c0	1	1	1	1	1	1	1	1	1	1
rxn09399_c0	1	0	1	1	1	1	1	1	1	1
rxn09417_c0	1	0	1	1	1	1	1	1	1	1
rxn09428_c0	0	1	0	0	0	0	0	0	0	0
rxn09444_c0	1	0	1	1	1	1	1	1	1	1
rxn09447_c0	1	0	1	1	1	1	1	1	1	1
rxn09449_c0	1	0	1	1	1	1	1	1	1	1
rxn09452_c0	1	0	1	1	1	1	1	1	1	1
rxn09453_c0	1	0	1	1	1	1	1	1	1	1
rxn09456_c0	1	1	1	1	1	1	1	1	1	1
rxn09475_c0	1	1	1	1	1	1	1	1	1	1
rxn09476_c0	1	1	1	1	1	1	1	1	1	1
rxn09477_c0	1	1	1	1	1	1	1	1	1	1
rxn09478_c0	1	1	1	1	1	1	1	1	1	1
rxn09479_c0	1	1	1	1	1	1	1	1	1	1
rxn09523_c0	1	1	1	1	1	1	1	1	1	1
rxn09562_c0	0	1	0	0	0	0	0	0	0	0
rxn09655_c0	1	1	1	1	1	1	1	1	1	1
rxn09657_c0	1	1	1	1	1	1	1	1	1	1
rxn09658_c0	1	1	1	1	1	1	1	1	1	1
rxn09663_c0	0	0	0	0	0	0	0	1	0	0
rxn09672_c0	0	1	0	0	0	0	0	0	0	0
rxn09673_c0	1	1	1	1	1	1	1	1	1	1
rxn09678_c0	1	0	1	1	1	1	1	1	1	1
rxn09680_c0	1	0	1	1	1	1	0	0	1	1
rxn09681_c0	1	1	1	1	1	1	1	1	1	1
rxn09690_c0	1	1	1	1	1	1	1	1	1	1
rxn09731_c0	1	0	1	1	1	1	1	1	1	1
rxn09753_c0	0	1	0	0	0	0	0	0	0	0
rxn09886_c0	1	1	1	1	1	1	1	1	1	1
rxn09889_c0	1	1	1	1	1	1	1	1	1	1
rxn09934_c0	0	1	0	0	0	0	0	0	0	0
rxn09948_c0	1	0	1	1	1	1	1	1	1	1
rxn09952_c0	1	1	1	1	1	1	1	1	1	1
rxn09953_c0	1	0	1	1	1	1	1	1	1	1
rxn09975_c0	1	0	1	1	1	0	1	1	1	1
rxn09978_c0	1	0	1	1	1	1	1	1	1	1
rxn09979_c0	1	0	1	1	1	1	1	1	1	1
rxn10019_c0	1	0	1	1	1	1	1	1	1	1
rxn10020_c0	1	0	1	1	1	1	1	1	1	1
rxn10021_c0	1	0	1	1	1	1	1	1	1	1
rxn10052_c0	0	1	0	0	0	0	0	0	0	0
rxn10053_c0	1	1	1	1	1	1	1	1	1	1
rxn10054_c0	1	1	1	1	1	1	1	1	1	1
rxn10056_c0	1	0	1	1	1	1	1	1	1	1
rxn10057_c0	1	0	1	1	1	1	1	1	1	1
rxn10058_c0	1	1	1	1	1	1	1	1	1	1
rxn10059_c0	1	0	1	1	1	1	1	1	1	1
rxn10060_c0	1	0	1	1	1	1	1	1	1	1
rxn10091_c0	1	0	1	1	1	1	1	1	1	1
rxn10098_c0	1	0	1	1	1	1	0	1	1	1
rxn10123_c0	1	1	1	1	1	1	1	1	1	1
rxn10124_c0	1	1	1	1	1	1	1	1	1	1
rxn10138_c0	1	1	1	1	1	1	1	1	1	1
rxn10199_c0	1	1	1	1	1	1	1	1	1	1
rxn10205_c0	1	1	1	1	1	1	1	1	1	1
rxn10206_c0	1	1	1	1	1	1	1	1	1	1
rxn10213_c0	0	0	0	1	0	0	0	0	0	0
rxn10214_c0	1	1	1	1	1	1	1	1	1	1
rxn10215_c0	1	1	1	1	1	1	1	1	1	1
rxn10220_c0	1	1	1	1	1	1	1	1	1	1
rxn10221_c0	1	1	1	1	1	1	1	1	1	1
rxn10226_c0	1	1	1	1	1	1	1	1	1	1
rxn10227_c0	1	1	1	1	1	1	1	1	1	1
rxn10232_c0	1	1	1	1	1	1	1	1	1	1
rxn10233_c0	1	1	1	1	1	1	1	1	1	1
rxn10259_c0	1	1	1	1	1	1	1	1	1	1
rxn10260_c0	1	1	1	1	1	1	1	1	1	1
rxn10265_c0	1	1	1	1	1	1	1	1	1	1
rxn10266_c0	1	1	1	1	1	1	1	1	1	1
rxn10336_c0	1	1	1	1	1	1	1	1	1	1
rxn10337_c0	1	1	1	1	1	1	1	1	1	1
rxn10338_c0	1	1	1	1	1	1	1	1	1	1
rxn10344_c0	0	0	0	1	0	0	0	1	0	0
rxn10363_c0	1	0	1	1	1	1	1	1	1	1
rxn10404_c0	1	0	1	1	1	1	1	1	1	1
rxn10405_c0	1	0	1	1	1	1	1	1	1	1
rxn10406_c0	1	0	1	1	1	1	1	1	1	1
rxn10407_c0	1	0	1	1	1	1	1	1	1	1
rxn10409_c0	1	0	1	1	1	1	1	1	1	1
rxn10447_c0	1	1	1	1	1	1	1	1	1	1
rxn10453_c0	1	1	1	1	1	1	1	1	1	1
rxn10470_c0	1	1	1	1	1	1	1	1	1	1
rxn10471_c0	1	1	1	1	1	1	1	1	1	1
rxn10480_c0	1	1	1	1	1	1	1	1	1	1
rxn10481_c0	0	0	0	1	0	0	0	1	0	0
rxn10484_c0	0	1	0	0	0	0	0	0	0	0
rxn10558_c0	1	1	1	1	1	1	1	1	1	1
rxn10570_c0	1	1	1	1	1	1	1	1	1	1
rxn10577_c0	1	1	1	1	1	1	1	1	1	1
rxn10578_c0	1	1	1	1	1	1	1	1	1	1
rxn10588_c0	0	1	0	0	0	0	0	0	0	0
rxn10619_c0	1	0	1	1	1	1	1	1	1	1
rxn10785_c0	1	0	1	1	1	1	1	1	1	1
rxn10818_c0	1	0	1	1	1	1	1	1	1	1
rxn10820_c0	1	1	1	1	1	1	1	1	1	1
rxn10832_c0	1	1	1	1	1	1	1	1	1	1
rxn10857_c0	1	0	1	1	1	1	1	1	1	1
rxn10860_c0	0	1	0	0	0	0	0	0	0	0
rxn10883_c0	1	0	1	1	1	1	1	1	1	1
rxn10892_c0	1	0	1	1	1	1	1	1	1	1
rxn10895_c0	1	1	0	0	0	1	0	0	1	0
rxn10901_c0	1	0	1	1	1	1	1	1	1	1
rxn10954_c0	1	0	1	1	1	1	1	1	1	1
rxn11007_c0	1	0	1	1	1	1	1	1	1	1
rxn11101_c0	1	0	1	1	1	1	1	1	1	1
rxn11132_c0	1	1	1	1	1	1	1	1	1	1
rxn11196_c0	1	0	1	1	1	1	0	1	1	1
rxn11235_c0	1	1	1	1	1	1	1	1	1	1
rxn11245_c0	1	0	1	1	1	1	1	1	1	1
rxn11258_c0	1	0	1	1	1	1	1	1	1	1
rxn11268_c0	1	0	1	1	1	1	1	1	1	1
rxn11381_c0	1	0	1	1	1	1	1	1	1	1
rxn11513_c0	1	0	1	1	1	1	1	1	1	1
rxn11567_c0	1	0	1	1	1	1	1	1	1	1
rxn11569_c0	1	0	1	1	1	1	1	1	1	1
rxn11584_c0	1	1	1	0	1	1	1	1	1	1
rxn11587_c0	1	1	1	1	1	1	1	1	1	1
rxn11609_c0	1	1	1	1	1	1	1	1	1	1
rxn11612_c0	1	0	1	1	1	1	1	1	1	1
rxn11663_c0	1	0	1	1	1	1	1	1	1	1
rxn11729_c0	0	1	0	0	0	0	0	0	0	0
rxn11749_c0	1	1	1	1	1	1	1	1	1	1
rxn11759_c0	1	1	1	1	1	1	1	1	1	1
rxn11760_c0	1	1	1	1	1	1	1	1	1	1
rxn11761_c0	1	1	1	1	1	1	1	1	1	1
rxn11768_c0	1	1	1	1	1	1	1	1	1	1
rxn11771_c0	1	1	1	1	1	1	1	1	1	1
rxn11772_c0	1	1	1	1	1	1	1	1	1	1
rxn11788_c0	1	0	1	1	1	1	1	1	1	1
rxn11809_c0	1	1	1	1	1	1	1	1	1	1
rxn11834_c0	1	1	1	1	1	1	1	1	1	1
rxn11838_c0	1	1	1	1	1	1	1	1	1	1
rxn11933_c0	0	1	0	0	0	0	0	0	0	0
rxn11962_c0	1	0	1	1	1	1	1	1	1	1
rxn12188_c0	1	0	1	1	1	1	1	1	1	1
rxn12193_c0	1	0	1	1	1	1	1	1	1	1
rxn12204_c0	1	0	1	1	1	1	1	1	1	1
rxn12221_c0	1	1	1	1	1	1	1	1	1	1
rxn12282_c0	1	0	1	1	1	1	1	1	1	1
rxn12303_c0	0	0	0	0	0	0	0	1	0	0
rxn12365_c0	1	0	1	1	1	1	1	1	1	1
rxn12366_c0	1	0	1	1	1	1	1	1	1	1
rxn12371_c0	1	1	1	1	1	1	1	1	1	1
rxn12377_c0	1	1	1	1	1	1	1	1	1	1
rxn12381_c0	1	0	1	1	1	1	1	1	1	1
rxn12416_c0	1	0	1	1	1	1	1	1	1	1
rxn12423_c0	1	0	1	1	1	1	1	1	1	1
rxn12427_c0	1	0	1	1	1	1	1	1	1	1
rxn12445_c0	1	0	1	1	1	1	1	1	1	1
rxn12446_c0	1	0	1	1	1	1	1	1	1	1
rxn12457_c0	1	0	1	1	1	1	1	1	1	1
rxn12459_c0	1	0	1	1	1	1	1	1	1	1
rxn12494_c0	1	0	1	1	1	1	1	1	1	1
rxn12510_c0	1	1	1	1	1	1	1	1	1	1
rxn12512_c0	1	1	1	1	1	1	1	1	1	1
rxn12526_c0	1	1	1	1	1	1	1	1	1	1
rxn12529_c0	1	1	1	1	1	1	1	1	1	1
rxn12532_c0	1	1	1	1	1	1	1	1	1	1
rxn12574_c0	1	1	1	1	1	1	1	1	1	1
rxn12587_c0	1	1	1	1	1	1	1	1	1	1
rxn12598_c0	1	1	1	1	1	1	1	1	1	1
rxn12633_c0	1	1	1	1	1	1	1	1	1	1
rxn12635_c0	1	1	1	1	1	1	1	1	1	1
rxn12637_c0	1	1	1	1	1	1	1	1	1	1
rxn12639_c0	1	1	1	1	1	1	1	1	1	1
rxn12641_c0	1	1	1	1	1	1	1	1	1	1
rxn12642_c0	1	1	1	1	1	1	1	1	1	1
rxn12643_c0	1	1	1	1	1	1	1	1	1	1
rxn12646_c0	1	1	1	1	1	1	1	1	1	1
rxn12649_c0	1	0	1	1	1	1	1	1	1	1
rxn12767_c0	1	0	1	1	1	1	1	1	1	1
rxn12768_c0	1	0	1	1	1	1	1	1	1	1
rxn12769_c0	1	0	1	1	1	1	1	1	1	1
rxn12770_c0	1	0	1	1	1	1	1	1	1	1
rxn12771_c0	1	1	1	1	1	1	1	1	1	1
rxn12811_c0	1	1	1	1	1	1	1	1	1	1
rxn12952_c0	0	1	0	0	0	0	1	0	0	0
rxn12955_c0	0	1	0	0	0	0	1	0	0	0
rxn13022_c0	0	1	0	0	0	0	0	0	0	0
rxn13141_c0	0	1	0	0	0	0	0	0	0	0
rxn13186_c0	1	0	1	1	1	1	1	1	1	1
rxn13229_c0	1	0	1	1	1	1	1	1	1	1
rxn13251_c0	1	1	1	1	1	1	1	1	1	1
rxn13301_c0	1	0	1	1	1	1	1	1	1	1
rxn13314_c0	1	0	1	1	1	1	1	1	1	1
rxn13361_c0	1	1	1	1	1	1	1	1	1	1
rxn13392_c0	1	1	1	1	1	1	1	1	1	1
