rxn	MGYG000000099	MGYG000005380	MGYG000006816	MGYG000028321	MGYG000044926	MGYG000055012	MGYG000057648	MGYG000151681	MGYG000172598	MGYG000173425	MGYG000187342	MGYG000217838	MGYG000266151
rxn11755_c0	1	1	1	1	1	1	1	1	0	0	1	1	0
rxn11757_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn11759_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn11760_c0	1	0	1	1	1	1	1	1	1	1	1	1	0
rxn11765_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn11766_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn11768_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn11771_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn11772_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn11773_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn11788_c0	0	1	0	0	0	1	0	0	0	0	0	0	0
rxn11809_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn11834_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn11838_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn11875_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn11877_c0	0	1	0	0	0	0	0	0	0	0	0	0	0
rxn11933_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn11962_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn11995_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn12038_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn12039_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn12059_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn12193_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn12204_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn12221_c0	0	0	0	0	0	0	0	0	0	1	0	0	0
rxn12365_c0	0	1	0	0	0	0	0	0	0	0	0	0	0
rxn12366_c0	0	1	0	0	0	0	0	0	0	0	0	0	0
rxn12368_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn12371_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn12381_c0	1	1	1	1	1	1	0	1	1	1	1	1	1
rxn12416_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn12423_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn12427_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn12428_c0	1	1	1	1	1	1	1	1	1	0	1	1	1
rxn12435_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn12440_c0	1	1	1	1	1	1	1	1	1	0	1	1	1
rxn12445_c0	1	1	1	1	1	1	0	1	1	1	1	1	1
rxn12446_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn12459_c0	1	1	1	0	1	1	1	1	1	0	1	1	1
rxn12504_c0	1	1	1	0	1	1	1	1	1	1	1	0	0
rxn12510_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn12512_c0	1	1	1	1	1	1	1	1	1	0	1	1	1
rxn12554_c0	1	1	1	1	1	0	0	1	0	1	1	1	1
rxn12562_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn12597_c0	1	1	1	0	1	0	1	1	1	0	1	0	1
rxn12598_c0	0	1	0	0	0	0	0	0	0	0	0	0	0
rxn12649_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn12708_c0	1	0	0	1	1	0	1	1	1	1	0	0	0
rxn12750_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn12781_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn12782_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn12811_c0	0	1	1	0	1	1	0	0	0	0	1	0	0
rxn12952_c0	1	1	1	1	1	1	1	1	1	1	1	0	1
rxn12955_c0	1	1	1	1	1	1	1	1	1	1	1	0	1
rxn13085_c0	0	1	0	0	0	0	0	0	0	0	0	0	0
rxn13141_c0	0	0	0	0	0	0	0	0	0	0	0	0	1
rxn13229_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn13251_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn13301_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn13314_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn13321_c0	1	1	1	1	1	0	1	1	1	1	1	1	0
rxn13361_c0	0	0	0	0	0	0	1	0	0	0	0	0	0
rxn13392_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn13395_c0	0	0	0	0	0	0	0	0	0	1	0	0	1
rxn13411_c0	1	1	1	0	1	1	1	1	1	0	1	1	1
rxn13419_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn13450_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn13519_c0	0	0	0	0	0	0	0	0	0	0	0	0	1
rxn13667_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn13668_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn13669_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn13671_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn13673_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn13689_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn13706_c0	0	0	0	0	1	1	0	0	0	0	0	0	0
rxn13707_c0	0	0	0	0	1	1	0	0	0	0	0	0	0
rxn13741_c0	1	1	1	0	1	1	1	1	1	0	1	1	0
rxn13753_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn13766_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn13773_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn13787_c0	1	1	0	1	0	0	0	0	0	0	0	1	1
rxn13794_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn13812_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn13849_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn13853_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn13893_c0	0	0	0	0	0	1	0	0	0	0	0	0	0
rxn14054_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn14089_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn14120_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn14138_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn14157_c0	1	1	1	1	1	0	1	1	1	1	1	1	1
rxn14167_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn14245_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn14359_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn15005_c0	0	0	0	0	0	0	1	0	0	0	0	0	0
rxn15010_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn15011_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn15021_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn15022_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn15023_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn15035_c0	0	0	0	0	0	0	0	0	0	1	0	0	0
rxn15044_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn15055_c0	0	0	0	0	0	0	1	0	0	0	0	0	0
rxn15056_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn15057_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn15060_c0	1	1	0	0	1	1	0	0	0	0	1	1	0
rxn15061_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn15063_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn15064_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn15065_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn15066_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn15067_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn15068_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn15081_c0	0	0	0	0	0	0	0	0	0	1	0	0	0
rxn15082_c0	0	0	0	0	0	0	0	0	0	1	0	0	0
rxn15087_c0	0	0	0	0	0	0	0	0	0	1	0	0	0
rxn15094_c0	1	1	1	0	1	0	1	0	1	0	0	1	0
rxn15106_c0	1	1	1	1	1	1	1	1	1	1	1	0	0
rxn15107_c0	1	1	1	1	1	1	1	1	1	1	1	0	0
rxn15108_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn15112_c0	0	0	0	0	0	0	0	0	0	0	0	0	1
rxn15113_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn15114_c0	1	0	0	1	1	0	0	0	0	0	0	0	0
rxn15115_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn15116_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn15118_c0	1	1	1	1	1	1	1	1	1	0	1	1	1
rxn15138_c0	1	1	1	1	1	1	1	1	1	1	0	1	1
rxn15139_c0	1	1	1	1	1	1	1	1	1	1	0	1	1
rxn15140_c0	1	1	1	1	1	1	1	1	1	1	0	1	1
rxn15141_c0	1	1	1	1	1	1	1	1	1	1	0	1	1
rxn15142_c0	1	1	1	1	1	1	1	1	1	1	0	1	1
rxn15143_c0	1	1	1	1	1	1	1	1	1	1	0	1	1
rxn15152_c0	1	1	1	1	1	1	1	1	1	1	0	1	1
rxn15153_c0	1	1	1	1	1	1	1	1	1	1	0	1	1
rxn15161_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn15166_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn15167_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn15171_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn15172_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn15179_c0	1	1	1	1	1	1	1	1	1	1	0	1	1
rxn15191_c0	0	0	0	0	0	0	0	0	0	1	0	0	0
rxn15192_c0	0	0	0	0	0	0	0	0	0	1	0	0	0
rxn15205_c0	0	0	0	1	0	1	0	1	0	1	0	0	0
rxn15206_c0	0	0	0	1	0	1	0	1	0	1	0	0	0
rxn15213_c0	1	1	0	1	1	1	1	1	1	1	0	0	0
rxn15220_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn15222_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn15228_c0	1	0	0	0	1	0	0	0	1	0	0	0	0
rxn15266_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn15267_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn15271_c0	0	0	0	1	0	0	0	0	0	1	0	0	0
rxn15278_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn15279_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn15280_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn15281_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn15293_c0	1	1	0	1	1	1	1	1	1	1	0	0	0
rxn15296_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn15298_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn15317_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn15324_c0	1	1	1	1	1	1	1	1	1	1	1	0	0
rxn15325_c0	1	1	1	1	1	1	1	1	1	1	1	0	0
rxn15359_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn15360_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn15364_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn15370_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn15373_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn15378_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn15379_c0	1	1	1	1	1	1	1	1	1	1	0	1	1
rxn15380_c0	1	1	1	1	1	1	1	1	1	1	0	1	1
rxn15395_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn15401_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn15406_c0	0	0	0	0	0	0	1	0	0	0	0	0	0
rxn15417_c0	1	1	1	1	1	1	1	1	1	1	0	1	1
rxn15418_c0	1	1	1	1	1	1	1	1	1	1	0	1	1
rxn15444_c0	1	1	1	1	1	1	1	1	1	1	0	1	1
rxn15445_c0	1	1	1	1	1	1	1	1	1	1	0	1	1
rxn15451_c0	0	0	0	0	0	0	1	0	0	0	0	0	0
rxn15466_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn15467_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn15468_c0	1	1	1	1	1	1	1	1	1	1	0	1	1
rxn15469_c0	1	1	1	1	1	1	1	1	1	1	0	1	1
rxn15478_c0	0	0	0	0	0	0	1	0	0	0	0	0	0
rxn15491_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn15493_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn15494_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn15495_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn15500_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn15507_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn15510_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn15511_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn15539_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn15541_c0	1	1	1	1	1	1	1	1	1	1	0	1	1
rxn15560_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn15594_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn15664_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn15665_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn15694_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn15699_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn15725_c0	0	1	0	0	0	1	0	0	0	0	0	0	0
rxn15727_c0	0	1	0	0	0	1	0	0	0	0	0	0	0
rxn15745_c0	0	0	0	0	0	0	1	0	0	0	0	0	0
rxn15947_c0	1	0	1	1	1	1	1	1	1	1	1	1	1
rxn15949_c0	1	0	1	1	1	1	1	1	1	1	1	1	1
rxn15964_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn15972_c0	1	1	1	1	1	1	1	1	1	0	1	0	0
rxn16106_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn16140_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn16149_c0	1	0	0	1	1	0	1	1	1	0	0	0	0
rxn16206_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn16213_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn16350_c0	1	1	1	1	1	1	1	1	1	0	1	1	1
rxn17400_c0	1	0	0	1	1	0	1	1	1	1	0	0	0
rxn18926_c0	1	0	0	1	1	0	1	1	1	1	0	0	0
rxn19124_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn19220_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn20595_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn21854_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn22013_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn25164_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn25837_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn25838_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn26477_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn27289_c0	0	0	0	0	0	1	0	0	0	0	1	0	0
rxn27812_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn27984_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn29001_c0	0	0	0	0	0	0	1	0	0	0	0	0	0
rxn29736_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn31154_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn31278_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn31279_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn31312_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn31363_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn32623_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn32808_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn33047_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn33160_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn33320_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn33576_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn33589_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn33674_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn33834_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn34300_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn34724_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn37613_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn38189_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn38279_c0	0	0	0	0	0	0	1	0	0	0	0	0	0
rxn38862_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn39175_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn39250_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn39251_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn39252_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn40746_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn41554_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn41945_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn43262_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn43573_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn45097_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn45361_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn46031_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn90001_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn90005_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn90009_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn90013_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn90014_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn90015_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn90016_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn90017_c0	0	0	0	0	0	1	0	0	0	0	1	0	0
rxn90018_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn90019_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn90022_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn90023_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn90024_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn90029_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn90046_c0	0	1	0	0	0	0	0	0	0	0	0	0	0
rxn90051_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn90053_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn90054_c0	0	1	1	0	0	0	0	1	0	0	1	0	0
rxn90055_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn90073_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn90075_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn90081_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn90086_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn90096_c0	1	1	1	1	1	0	1	1	1	1	1	1	1
rxn90105_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn90115_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
